Date,Open,High,Low,Close,Adj Close,Volume
2012-08-27,24.285357,24.316786,24.055000,24.131430,20.808603,427008400
2012-08-28,24.106428,24.146429,23.952499,24.100000,20.781498,267416800
2012-08-29,24.116072,24.202499,24.021429,24.052500,20.740540,202806800
2012-08-30,23.951429,23.983929,23.673214,23.709642,20.444889,302699600
2012-08-31,23.830357,23.878571,23.473213,23.758572,20.487087,338321200
2012-09-04,23.777143,24.112143,23.732143,24.106071,20.786734,367892000
2012-09-05,24.127501,24.155357,23.914286,23.936787,20.640760,336375200
2012-09-06,24.041786,24.224644,23.957144,24.152500,20.826769,391196400
2012-09-07,24.216070,24.374287,24.134644,24.301430,20.955193,329666400
2012-09-10,24.301786,24.403214,23.646429,23.669287,20.410093,487998000
2012-09-11,23.753929,23.932142,23.446428,23.592501,20.343880,503983200
2012-09-12,23.816071,23.924999,23.428572,23.921070,20.627205,712233200
2012-09-13,24.191786,24.482143,24.098928,24.392143,21.033421,598360000
2012-09-14,24.641430,24.892143,24.567499,24.688572,21.289026,600474000
2012-09-17,24.976786,24.992857,24.807501,24.992144,21.550795,398031200
2012-09-18,24.995714,25.083214,24.872143,25.068214,21.616398,373503200
2012-09-19,25.009287,25.142500,24.984644,25.075001,21.622238,326874800
2012-09-20,24.969999,25.002144,24.772142,24.953571,21.517532,336568400
2012-09-21,25.086071,25.181070,24.977142,25.003214,21.560347,571589200
2012-09-24,24.530714,24.825714,24.392857,24.671070,21.273933,639766400
2012-09-25,24.580713,24.742144,24.035713,24.055000,20.742697,518789600
2012-09-26,23.883572,24.024643,23.614286,23.756430,20.485237,576503200
2012-09-27,23.724644,24.363214,23.583929,24.332857,20.982292,594090000
2012-09-28,24.241072,24.325357,23.812500,23.825001,20.544369,535110800
2012-10-01,23.969999,24.169643,23.446428,23.549643,20.306929,543594800
2012-10-02,23.636070,23.798214,23.237499,23.618214,20.366051,627992400
2012-10-03,23.745001,23.995001,23.665358,23.980356,20.678328,424281200
2012-10-04,23.973213,24.080357,23.769644,23.814285,20.535128,370725600
2012-10-05,23.757143,23.785713,23.260000,23.306786,20.097509,594006000
2012-10-08,23.102858,23.127144,22.718214,22.791786,19.653423,637994000
2012-10-09,22.808929,22.874643,22.269644,22.708929,19.581972,838597200
2012-10-10,22.847857,23.035000,22.750000,22.889643,19.737806,510356000
2012-10-11,23.089287,23.114286,22.432142,22.432142,19.343298,546081200
2012-10-12,22.484285,22.692142,22.332144,22.489643,19.392883,460014800
2012-10-15,22.583929,22.683214,22.280357,22.670000,19.548412,432502000
2012-10-16,22.691786,23.225000,22.535713,23.206785,20.011271,549771600
2012-10-17,23.173929,23.313929,23.000000,23.021786,19.851749,389037600
2012-10-18,22.842501,22.930714,22.500000,22.594286,19.483112,476624400
2012-10-19,22.537500,22.563213,21.772142,21.780001,18.780958,744086000
2012-10-22,21.872143,22.692142,21.812857,22.643929,19.525925,546730800
2012-10-23,22.535713,22.639286,21.846430,21.905714,18.889359,707145600
2012-10-24,22.194286,22.376785,21.808571,22.029642,18.996222,558527200
2012-10-25,22.142857,22.214287,21.626785,21.769285,18.771713,656325600
2012-10-26,21.765356,21.928572,21.107143,21.571428,18.601107,1018432800
2012-10-31,21.245714,21.498571,20.989286,21.261429,18.333794,510003200
2012-11-01,21.365000,21.535713,21.220358,21.305000,18.371365,361298000
2012-11-02,21.281786,21.319643,20.526787,20.600000,17.763439,599373600
2012-11-05,20.840000,20.991785,20.628571,20.879286,18.004265,529135600
2012-11-06,21.079643,21.097857,20.717501,20.816071,17.949757,374917200
2012-11-07,20.494286,20.519285,19.848213,19.928572,17.262957,793648800
2012-11-08,20.022499,20.079643,19.117500,19.205357,16.636473,1056146000
2012-11-09,19.300714,19.817142,19.061428,19.537857,16.924498,929913600
2012-11-12,19.791071,19.803572,19.237499,19.386786,16.793638,515802000
2012-11-13,19.246786,19.660000,19.155714,19.389286,16.795801,532949200
2012-11-14,19.482143,19.551786,19.149286,19.174286,16.609554,477170400
2012-11-15,19.197500,19.267857,18.665001,18.772142,16.261206,789910800
2012-11-16,18.757143,18.928572,18.062500,18.845715,16.324944,1266893600
2012-11-19,19.311071,20.267857,19.281429,20.204643,17.502100,823317600
2012-11-20,20.425358,20.426786,19.806429,20.032499,17.352982,642754000
2012-11-21,20.151787,20.263214,19.878571,20.060715,17.377424,373002000
2012-11-23,20.256071,20.428572,20.092857,20.410713,17.680605,272826400
2012-11-26,20.567858,21.071428,20.489643,21.054644,18.238403,630579600
2012-11-27,21.055357,21.086430,20.717857,20.885000,18.091450,533330000
2012-11-28,20.616785,20.921429,20.437857,20.819286,18.034525,520864400
2012-11-29,21.079287,21.223213,20.901787,21.048571,18.233141,514698800
2012-11-30,20.956785,21.014286,20.809999,20.902857,18.106916,391319600
2012-12-03,21.201786,21.235357,20.910713,20.935356,18.135067,364280000
2012-12-04,20.778570,20.778570,20.433214,20.566071,17.815186,557068400
2012-12-05,20.318214,20.330357,19.241785,19.242500,16.668650,1044638000
2012-12-06,18.890715,19.761070,18.522499,19.544287,16.930067,1177212400
2012-12-07,19.764286,19.828571,18.928572,19.044643,16.497261,787040800
2012-12-10,18.750000,19.232500,18.627857,18.922144,16.391148,630484400
2012-12-11,19.277500,19.627144,19.191786,19.335358,16.749086,592345600
2012-12-12,19.563213,19.571428,19.152500,19.250000,16.675148,487144000
2012-12-13,18.969643,19.201429,18.778570,18.917500,16.387121,625259600
2012-12-14,18.383928,18.504642,18.056429,18.206785,15.771468,1009579200
2012-12-17,18.176071,18.571428,17.901072,18.529642,16.051146,757607200
2012-12-18,18.750000,19.103571,18.580357,19.067858,16.517366,625685200
2012-12-19,18.981071,19.060715,18.767857,18.796785,16.282545,449369200
2012-12-20,18.928572,18.935715,18.531429,18.633215,16.140860,481689600
2012-12-21,18.302500,18.559643,18.222857,18.547501,16.066608,596268400
2012-12-24,18.583929,18.723213,18.525356,18.577499,16.092602,175753200
2012-12-26,18.535713,18.552143,18.254286,18.321428,15.870781,302436400
2012-12-27,18.340714,18.437500,18.023571,18.395000,15.934515,455120400
2012-12-28,18.224644,18.374287,18.147142,18.199642,15.765282,354278400
2012-12-31,18.233213,19.121429,18.178572,19.006071,16.463848,659492400
2013-01-02,19.779285,19.821428,19.343929,19.608213,16.985445,560518000
2013-01-03,19.567142,19.631071,19.321428,19.360714,16.771049,352965200
2013-01-04,19.177500,19.236786,18.779642,18.821428,16.303902,594333600
2013-01-07,18.642857,18.903570,18.400000,18.710714,16.207994,484156400
2013-01-08,18.900356,18.996071,18.616072,18.761070,16.251614,458707200
2013-01-09,18.660713,18.750357,18.428213,18.467857,15.997622,407604400
2013-01-10,18.876785,18.882856,18.411428,18.696787,16.195929,601146000
2013-01-11,18.607143,18.761429,18.536428,18.582144,16.096621,350506800
2013-01-14,17.952856,18.125000,17.803928,17.919643,15.522734,734207600
2013-01-15,17.796429,17.821072,17.263571,17.354286,15.032999,876772400
2013-01-16,17.665714,18.194286,17.589287,18.074642,15.657004,690804800
2013-01-17,18.225357,18.241072,17.929644,17.952856,15.551505,453678400
2013-01-18,17.804285,17.936428,17.728571,17.857143,15.468596,472922800
2013-01-22,18.020000,18.138571,17.736786,18.027500,15.616169,461546400
2013-01-23,18.171785,18.392500,18.027500,18.357500,15.902023,861509600
2013-01-24,16.428572,16.633215,16.080357,16.089287,13.937208,1460852400
2013-01-25,16.131786,16.293928,15.535714,15.710000,13.608653,1208026400
2013-01-28,15.636786,16.186071,15.566429,16.065357,13.916476,785517600
2013-01-29,16.375000,16.435715,16.147142,16.366785,14.177588,571158000
2013-01-30,16.321428,16.521429,16.232143,16.315357,14.133038,417155200
2013-01-31,16.320715,16.402857,16.249287,16.267500,14.091580,319334400
2013-02-01,16.396786,16.410000,16.012501,16.200714,14.033730,539484400
2013-02-04,16.211071,16.283571,15.785714,15.797143,13.684141,477117200
2013-02-05,15.858929,16.419287,15.793571,16.351429,14.164284,573347600
2013-02-06,16.302500,16.660713,16.163570,16.333929,14.149122,593706400
2013-02-07,16.544643,16.785713,16.218571,16.722143,14.569833,704580800
2013-02-08,16.928572,17.100357,16.723213,16.963572,14.780189,633158400
2013-02-11,17.017857,17.319286,16.901787,17.140356,14.934214,517490400
2013-02-12,17.125357,17.227858,16.705000,16.710714,14.559876,609053200
2013-02-13,16.686071,16.915714,16.543571,16.678928,14.532184,475207600
2013-02-14,16.590000,16.844286,16.572144,16.663929,14.519113,355275200
2013-02-15,16.744642,16.791430,16.425714,16.434286,14.319028,391745200
2013-02-19,16.467857,16.526072,16.208929,16.428213,14.313735,435783600
2013-02-20,16.346071,16.346071,16.028570,16.030357,13.967090,476302400
2013-02-21,15.928571,16.041786,15.815000,15.930714,13.880268,447182400
2013-02-22,16.044643,16.128571,15.950000,16.100357,14.028079,330654800
2013-02-25,16.208929,16.254286,15.806071,15.814286,13.778829,372579200
2013-02-26,15.850714,16.126429,15.630714,16.034643,13.970822,501499600
2013-02-27,16.015356,16.158571,15.737500,15.877500,13.833902,587350400
2013-02-28,15.858929,15.995357,15.764286,15.764286,13.735260,322515200
2013-03-01,15.642857,15.649286,15.356429,15.373929,13.395149,552448400
2013-03-04,15.278571,15.292857,14.964286,15.001786,13.070905,582755600
2013-03-05,15.052857,15.542500,15.026786,15.397857,13.415996,638433600
2013-03-06,15.518214,15.544643,15.158214,15.202143,13.245475,460250000
2013-03-07,15.160714,15.428929,15.037857,15.377857,13.398574,468473600
2013-03-08,15.350000,15.551071,15.307500,15.418571,13.434045,391482000
2013-03-11,15.348214,15.678929,15.183571,15.638214,13.625419,474236000
2013-03-12,15.557143,15.674286,15.270357,15.301071,13.331668,465911600
2013-03-13,15.301786,15.517857,15.191429,15.298214,13.329181,405549200
2013-03-14,15.458214,15.522857,15.373214,15.446429,13.458318,303875600
2013-03-15,15.640357,15.865357,15.616071,15.845000,13.805586,643960800
2013-03-18,15.766071,16.337856,15.757143,16.275715,14.180866,606197200
2013-03-19,16.410713,16.463215,16.017857,16.231787,14.142592,526775200
2013-03-20,16.336430,16.343929,16.056786,16.145714,14.067597,308660800
2013-03-21,16.079287,16.356428,16.075001,16.168928,14.087821,383255600
2013-03-22,16.235001,16.503571,16.182501,16.496786,14.373484,395105200
2013-03-25,16.596071,16.783930,16.492144,16.556429,14.425446,501135600
2013-03-26,16.622856,16.637142,16.447500,16.469286,14.349521,294294000
2013-03-27,16.302143,16.314285,16.097500,16.145714,14.067597,331237200
2013-03-28,16.065001,16.136429,15.772143,15.809286,13.774469,442839600
2013-04-01,15.782143,15.846429,15.276429,15.318214,13.346604,389732000
2013-04-02,15.271429,15.647857,15.228571,15.349643,13.373990,529519200
2013-04-03,15.406071,15.617143,15.368214,15.428214,13.442444,363216000
2013-04-04,15.491429,15.535714,15.187500,15.275714,13.309575,358447600
2013-04-05,15.160714,15.176786,14.988571,15.114286,13.168925,383695200
2013-04-08,15.173214,15.267857,15.088929,15.221786,13.262587,300829200
2013-04-09,15.227143,15.303571,15.098214,15.249286,13.286549,306614000
2013-04-10,15.289286,15.609286,15.214643,15.560357,13.557584,375928000
2013-04-11,15.490000,15.642500,15.400000,15.511786,13.515263,328364400
2013-04-12,15.505357,15.505357,15.324643,15.350000,13.374302,238613200
2013-04-15,15.250000,15.281786,14.983929,14.994643,13.064678,317520000
2013-04-16,15.056071,15.236071,15.020357,15.222857,13.263522,305771200
2013-04-17,15.009643,15.021429,14.218214,14.385714,12.534124,945056000
2013-04-18,14.463929,14.492500,13.919286,14.001786,12.199614,666299200
2013-04-19,13.856071,14.271429,13.753571,13.947500,12.152312,609274400
2013-04-22,14.022857,14.364286,13.973929,14.238214,12.405614,429920400
2013-04-23,14.428214,14.585000,14.243214,14.504643,12.637746,664238400
2013-04-24,14.055000,14.830357,14.017857,14.480714,12.616900,969651200
2013-04-25,14.686786,14.783571,14.535714,14.585000,12.707762,384837600
2013-04-26,14.636071,14.956071,14.580357,14.900000,12.982218,764097600
2013-04-29,15.016071,15.486429,15.000000,15.361429,13.384258,640326400
2013-04-30,15.539286,15.901786,15.431071,15.813571,13.778205,691538400
2013-05-01,15.873571,15.890357,15.513929,15.688929,13.669605,506909200
2013-05-02,15.777857,16.021070,15.736786,15.911429,13.863468,421828400
2013-05-03,16.118214,16.186787,16.041071,16.070715,14.002252,361300800
2013-05-06,16.275356,16.507143,16.225357,16.453930,14.336140,496641600
2013-05-07,16.606071,16.633928,16.203571,16.380714,14.272347,483753200
2013-05-08,16.394285,16.620358,16.278929,16.565714,14.433541,472598000
2013-05-09,16.421785,16.535713,16.270714,16.313213,14.307617,398487600
2013-05-10,16.356071,16.418215,16.088572,16.177500,14.188591,334852000
2013-05-13,16.125357,16.353571,16.125000,16.240713,14.244032,316948800
2013-05-14,16.208929,16.257143,15.791071,15.852143,13.903233,447118000
2013-05-15,15.684286,15.750000,15.084286,15.316071,13.433066,741613600
2013-05-16,15.115714,15.637500,14.960714,15.520714,13.612553,603204000
2013-05-17,15.680357,15.717500,15.393214,15.473571,13.571203,427904400
2013-05-20,15.425357,15.921429,15.360714,15.818929,13.874102,451578400
2013-05-21,15.648214,15.910000,15.507143,15.702143,13.771673,456022000
2013-05-22,15.858929,16.012501,15.650714,15.762500,13.824609,443038400
2013-05-23,15.569643,15.934286,15.563929,15.790714,13.849355,353021200
2013-05-24,15.744643,15.916429,15.727143,15.898214,13.943641,276166800
2013-05-28,16.067858,16.111071,15.744643,15.765714,13.827430,386145200
2013-05-29,15.714286,15.982143,15.692857,15.891071,13.937375,330576400
2013-05-30,15.916071,16.232143,15.875357,16.127857,14.145051,353519600
2013-05-31,16.160713,16.325001,16.053572,16.061787,14.087101,384302800
2013-06-03,16.097500,16.155714,15.802857,16.097143,14.118111,372352400
2013-06-04,16.186428,16.229643,15.978214,16.046785,14.073944,292728800
2013-06-05,15.916071,16.097143,15.846786,15.896786,13.942389,290589600
2013-06-06,15.909643,15.964286,15.501786,15.659286,13.734086,416934000
2013-06-07,15.589286,15.830000,15.456071,15.778929,13.839021,404535600
2013-06-10,15.883214,16.038570,15.600000,15.674643,13.747553,450153200
2013-06-11,15.562143,15.812857,15.475714,15.628571,13.707150,286112400
2013-06-12,15.696429,15.758929,15.410714,15.435357,13.537689,265227200
2013-06-13,15.446429,15.612143,15.312500,15.570000,13.655779,285832400
2013-06-14,15.550000,15.581786,15.303571,15.358929,13.470656,271866000
2013-06-17,15.408571,15.560714,15.370000,15.428571,13.531738,259414400
2013-06-18,15.412857,15.532143,15.364643,15.420357,13.524532,195025600
2013-06-19,15.407143,15.416429,15.107143,15.107143,13.249828,310940000
2013-06-20,14.975000,15.213571,14.827500,14.887143,13.056872,357310800
2013-06-21,14.946071,15.000000,14.575000,14.767857,12.952254,481118400
2013-06-24,14.550000,14.595000,14.216071,14.376429,12.608946,480746000
2013-06-25,14.489286,14.563929,14.243929,14.379643,12.611767,314162800
2013-06-26,14.425000,14.456786,14.130714,14.216786,12.468932,367724000
2013-06-27,14.258929,14.335357,14.055000,14.063571,12.334554,337246000
2013-06-28,13.977143,14.295357,13.888214,14.161786,12.420693,578516400
2013-07-01,14.381786,14.723929,14.329286,14.615000,12.818188,391053600
2013-07-02,14.641429,15.058214,14.623929,14.946071,13.108557,469865200
2013-07-03,15.030714,15.106429,14.908929,15.028571,13.180912,240928800
2013-07-05,15.013929,15.117500,14.833929,14.907857,13.075040,274024800
2013-07-08,15.003929,15.035714,14.666071,14.823214,13.000804,298138400
2013-07-09,14.771429,15.125000,14.656429,15.083929,13.229467,352584400
2013-07-10,14.985714,15.171429,14.937500,15.026071,13.178720,281405600
2013-07-11,15.105357,15.294643,15.041786,15.260357,13.384204,326292400
2013-07-12,15.273214,15.349643,15.121786,15.232500,13.359772,279563200
2013-07-15,15.178929,15.409286,15.171429,15.265714,13.388904,241917200
2013-07-16,15.232857,15.382500,15.148929,15.364286,13.475355,216538000
2013-07-17,15.346429,15.436429,15.293571,15.368214,13.478798,198990400
2013-07-18,15.477857,15.531071,15.378929,15.420000,13.524220,218878800
2013-07-19,15.467857,15.499286,15.155357,15.176786,13.310906,268721600
2013-07-22,15.337857,15.348214,15.195357,15.225357,13.353506,207796400
2013-07-23,15.214286,15.248571,14.953929,14.963929,13.124223,369395600
2013-07-24,15.676071,15.878214,15.545000,15.732500,13.798301,591936800
2013-07-25,15.739286,15.764286,15.564643,15.660714,13.735339,229493600
2013-07-26,15.546429,15.751429,15.512143,15.749643,13.813333,200152400
2013-07-29,15.742857,16.071072,15.721429,15.992500,14.026334,248057600
2013-07-30,16.070000,16.326786,16.043928,16.190001,14.199556,309422400
2013-07-31,16.249643,16.333570,16.051071,16.161785,14.174809,322957600
2013-08-01,16.276787,16.314285,16.187857,16.309999,14.304800,206250800
2013-08-02,16.357500,16.530357,16.309286,16.519285,14.488358,274783600
2013-08-05,16.596071,16.809643,16.505358,16.766071,14.704803,318855600
2013-08-06,16.715000,16.853214,16.506071,16.616072,14.573244,334857600
2013-08-07,16.564285,16.678572,16.491785,16.606428,14.564782,298858000
2013-08-08,16.566429,16.575001,16.355356,16.464643,14.535777,255777200
2013-08-09,16.379999,16.445000,16.201786,16.230356,14.328939,266865200
2013-08-12,16.316429,16.737499,16.308214,16.691429,14.735994,364434000
2013-08-13,16.819286,17.666430,16.716070,17.484644,15.436284,881941200
2013-08-14,17.781429,18.008928,17.621429,17.803572,15.717848,756372400
2013-08-15,17.729286,17.942858,17.467142,17.782499,15.699244,490294000
2013-08-16,17.862499,17.962143,17.816429,17.940357,15.838609,362306000
2013-08-19,18.012142,18.347857,18.000000,18.133572,16.009188,510518400
2013-08-20,18.203930,18.234644,17.886429,17.895357,15.798882,358688400
